Gene	Length	Cell1	Cell2	Cell3	Cell4	Cell5	Cell6	Cell7	Cell8	Cell9	Cell10	Cell11	Cell12
NM_181278	4652	1166	676	3169	221	320	352	24	228	286	122	129	11
NM_181279	1410	682	542	302	106	93	255	160	308	87	87	111	60
NM_181280	1308	667	530	290	101	86	245	153	288	77	85	109	57
NM_181281	1143	646	525	282	100	82	231	148	266	70	82	109	54
NM_181282	1220	667	530	290	101	86	245	153	288	77	85	109	57
NM_181315	3447	70	0	1	0	0	0	0	0	0	0	0	0
NM_181316	3382	305	200	3	37	8	36	32	16	0	32	1	43
NM_181317	4360	2	0	0	0	0	0	0	0	0	0	0	0
NM_181318	2993	145	0	0	0	0	0	0	1	0	0	0	70
NM_181319	2946	0	0	0	0	0	0	0	1	0	0	0	0
NM_181321	1279	0	9	0	0	1	1	0	0	0	3	0	0
NM_181322	3823	1451	359	3605	623	265	596	144	464	701	396	269	631
NM_181323	2713	0	0	0	0	0	0	0	0	0	0	0	0
NM_181324	6033	378	259	816	214	116	177	79	75	168	60	234	199
NM_181325	3454	338	545	686	51	241	85	82	179	165	35	139	100
NM_181326	1770	205	2	1	1	0	0	0	0	0	4	0	1
NM_181328	1964	0	0	0	0	0	0	0	0	0	2	0	0
NM_181344	2989	1	0	0	0	0	0	0	0	0	0	1	0
NM_181345	997	0	0	0	1	45	0	1	1	0	1	1	0
NM_181347	3941	1	0	7	0	0	15	2	0	0	0	38	1
NM_181348	12511	1256	327	1479	184	121	206	138	114	188	73	248	595
NM_181390	1179	1	0	0	0	0	1	0	0	0	0	0	0
NM_181391	667	626	420	625	291	203	130	111	275	250	144	21	193
NM_181392	1171	493	728	448	466	368	137	304	952	351	300	174	256
NM_181394	355	652	313	545	136	127	28	89	153	177	130	88	185
NM_181395	4815	0	1	0	7	1	0	0	0	0	0	0	0
NM_181397	2802	0	0	0	0	0	0	1	0	10	11	0	42
NM_181399	4663	52	32	40	32	8	29	8	0	9	49	12	140
NM_181400	4223	5	438	375	2	41	113	7	106	25	80	42	356
NM_181401	4681	3879	1534	627	212	633	1537	127	680	52	133	360	243
NM_181402	3724	2	145	29	47	37	24	32	93	0	19	11	0
NM_181403	2415	210	6	8	10	3	22	13	12	60	35	48	1
NM_181404	5410	434	7	5	28	74	178	4	66	60	27	0	1
NM_181405	2712	19	3	171	24	48	103	8	7	63	39	48	71
NM_181406	1865	1047	872	758	477	345	201	145	328	202	228	146	326
NM_181407	4370	0	0	0	0	0	0	0	0	0	0	0	0
NM_181409	2811	10	4	67	22	0	0	34	0	0	1	0	0
NM_181410	1802	711	2208	1768	321	327	258	331	363	233	269	167	301
NM_181411	3892	278	10	124	47	5	216	57	129	16	8	1	46
NM_181412	5374	6	6	17	2	4	1	1	1	1	1	0	7
NM_181413	5646	440	98	163	25	20	48	11	77	50	35	2	39
NM_181414	3102	1000	303	147	217	225	183	155	140	97	121	166	172
NM_181415	6581	1	103	1	42	1	39	0	0	8	49	32	2
NM_181416	5016	2072	736	1626	526	41	447	283	170	553	460	164	1044
NM_181417	3703	793	595	760	141	139	192	77	263	158	84	66	431
NM_181418	3549	0	0	0	0	0	0	0	0	0	0	0	0
NM_181419	3574	229	91	4	30	27	0	37	6	12	61	1	81
NM_181420	2026	2	0	0	0	10	7	1	0	0	0	0	0
NM_181422	3321	0	1	0	0	0	0	0	0	0	0	0	0
NM_181423	2390	804	355	1009	250	197	185	121	250	150	154	250	426
NM_181424	1699	131	2	301	80	50	56	32	1	33	44	73	60
NM_181444	2069	0	0	1	2	0	44	0	3	1	1	0	10
NM_181452	1211	378	307	95	114	63	42	40	96	41	25	3	92
NM_181470	1768	1455	1663	1962	791	700	405	409	613	287	592	366	454
NM_181490	1172	0	0	0	0	0	0	0	0	0	0	0	0
NM_181516	1783	520	5	232	10	53	54	33	36	25	105	55	266
NM_181517	3117	180	123	118	162	3	92	0	5	96	13	14	6
NM_181529	3625	0	0	0	2	0	9	0	0	0	0	0	0
NM_181540	1418	0	1	0	0	0	0	11	0	0	0	0	1
NM_181541	3566	531	365	691	185	141	149	96	68	158	108	77	142
NM_181542	3498	0	0	0	0	0	18	0	0	0	15	0	0
NM_181543	1633	0	0	0	0	0	0	0	0	0	0	0	0
NM_181544	6456	0	2	0	2	0	0	0	0	0	0	0	0
NM_181545	3992	0	0	0	0	0	0	0	0	0	0	0	0
NM_181546	1731	0	0	0	0	0	0	0	0	0	0	0	5
NM_181547	1805	9	11	14	0	1	0	0	0	0	1	0	0
NM_181548	1077	746	287	463	2	470	465	427	447	318	1	262	5
NM_181549	1819	1	0	0	0	0	0	0	0	0	0	0	0
NM_181564	3478	0	0	1	0	0	0	0	0	0	0	0	0
NM_181569	2316	94	87	3	61	74	173	8	29	69	51	32	24
NM_181577	2301	0	0	0	0	0	0	0	5	1	0	0	0
NM_181579	3890	0	0	131	0	76	2	0	0	0	0	0	0
NM_181582	1296	7075	6585	7586	3256	2370	1799	1519	2667	2527	2008	1659	2645
NM_181584	2124	88	1	173	0	0	0	0	0	0	0	0	0
NM_181585	5004	5	91	0	21	33	0	0	1	0	48	5	0
NM_181586	1703	253	204	28	12	47	42	61	134	0	20	26	66
NM_181588	1041	0	0	0	1	2	28	0	1	0	2	0	1
NM_181589	2418	273	219	171	161	85	93	91	99	75	98	16	103
NM_181590	1990	209	3	209	121	46	111	73	4	58	65	40	174
NM_181591	2087	0	0	0	0	0	0	0	0	0	0	0	0
NM_181593	3218	1	2	0	42	10	37	1	0	18	5	8	50
NM_181594	4644	465	834	569	220	20	716	270	32	174	123	175	387
NM_181595	9547	5	275	250	249	3	258	96	62	37	120	1	115
NM_181596	607	0	0	0	0	0	0	0	0	0	0	0	0
NM_181649	4207	353	100	10	114	120	160	39	66	34	0	33	15
NM_181650	3919	367	576	1178	392	163	399	53	280	129	124	256	232
NM_181664	955	0	0	0	0	0	2	0	0	0	0	0	0
NM_181666	3838	6	244	5	87	35	198	11	6	14	86	17	88
NM_181680	2980	0	0	0	0	0	0	0	0	0	0	0	0
NM_181681	2766	0	0	0	0	0	0	0	0	0	0	0	0
NM_181682	3404	0	0	0	0	0	0	0	1	0	0	0	0
NM_181683	352	0	0	0	0	0	0	0	0	0	0	0	0
NM_181728	1563	0	0	0	0	0	0	0	0	0	0	0	0
NM_181729	8401	0	0	0	0	0	0	0	0	0	2	0	0
NM_181730	913	228	417	258	88	87	98	41	137	70	43	37	95
NM_181731	1301	5	41	1	0	0	0	0	0	0	0	0	2
NM_181732	3293	0	0	0	0	0	0	0	0	0	0	0	0
NM_181734	4520	38	280	125	44	3	3	20	57	0	0	36	36
NM_181748	1393	0	0	0	0	0	0	0	0	0	0	0	0
NM_181749	1098	0	0	0	0	0	0	0	0	13	14	0	0
NM_181750	4812	1033	1085	915	377	401	290	149	306	312	174	101	191
NM_181751	2269	0	0	1	0	0	0	0	0	0	0	0	0
NM_181752	1374	0	0	0	0	0	0	0	0	0	9	0	1
NM_181753	1824	0	0	0	0	0	0	0	0	0	1	0	0
NM_181754	3433	0	0	0	0	0	0	0	0	0	0	0	0
NM_181796	752	7	0	3	3	1	1	0	0	2	1	0	2
NM_181815	4807	557	43	145	60	2	64	132	123	49	23	1	2
NM_181816	3025	0	0	0	0	0	0	0	0	0	0	0	0
NM_181817	1245	0	0	0	0	0	0	0	0	0	0	0	0
NM_181818	977	0	0	0	0	0	0	0	0	0	0	0	0
NM_181819	1716	0	0	0	0	0	0	0	0	0	0	0	0
NM_181820	2346	23	49	0	13	37	180	1	1	0	16	1	0
NM_181821	1243	367	307	187	118	89	258	61	74	76	108	47	182
NM_181848	2413	4	3	0	129	0	54	0	0	36	8	1	1
NM_181849	1573	0	0	0	0	0	0	0	0	0	0	0	0
NM_181850	3536	0	0	0	4	0	0	0	0	0	0	0	0
NM_181852	694	0	0	0	0	0	0	0	0	0	0	0	0
NM_181853	9228	2	1	0	0	0	0	0	0	0	0	0	0
NM_181854	4012	554	1318	1380	408	361	309	286	503	373	280	303	303
NM_181855	732	0	0	0	0	0	0	0	0	0	0	0	0
NM_181856	2465	19	0	0	1	0	7	0	0	0	2	0	0
NM_181857	2897	1	0	3	0	1	3	0	1	1	0	0	0
NM_181858	796	5	2	0	0	0	0	0	0	0	0	0	0
NM_181859	1753	0	0	0	0	0	0	0	0	0	0	0	0
NM_181860	618	0	44	0	0	0	0	0	0	0	0	0	0
NM_181988	2074	0	1	0	1	0	0	0	42	3	0	0	49
NM_181989	1379	0	0	0	0	0	0	0	0	0	0	0	0
NM_182636	2401	0	0	0	0	0	0	1	0	0	1	0	0
NM_182650	1647	4472	2356	2822	1162	1106	866	571	1140	957	734	648	1664
NM_182694	2653	0	0	0	0	0	0	0	0	0	0	0	0
NM_182696	588	0	0	0	0	0	0	0	0	0	0	0	0
NM_182698	7952	0	0	0	0	0	17	0	0	0	1	0	0
NM_182714	937	0	0	0	0	0	0	0	0	0	0	0	0
NM_182716	9778	2	2	168	209	0	0	3	29	108	23	1	1
NM_182745	795	0	0	0	0	0	0	0	0	0	0	0	1
NM_182782	2302	1	115	55	3	48	1	2	2	6	3	0	0
NM_182783	944	0	0	0	0	0	0	0	0	0	0	0	0
NM_182785	1095	0	0	0	0	0	0	0	0	0	0	0	0
NM_182805	1750	148	44	0	0	1	34	20	1	4	10	3	0
NM_182806	1310	1	0	0	0	0	0	0	0	0	0	0	0
NM_182807	4139	0	1	0	0	0	1	0	0	0	0	0	0
NM_182808	3251	0	0	0	0	1	0	0	0	0	0	0	0
NM_182809	3832	0	0	0	0	0	0	0	0	0	0	0	0
NM_182839	5031	0	0	0	0	0	0	0	0	0	0	0	0
NM_182840	3547	0	0	0	23	0	0	1	0	0	11	0	1
NM_182841	3083	0	0	1	0	0	0	0	0	0	0	0	0
NM_182927	4056	0	0	193	34	0	7	0	0	37	2	0	0
NM_182928	1045	0	0	0	0	0	0	0	0	0	4	0	0
NM_182929	977	1	0	15	4	0	31	0	1	1	6	2	0
NM_182930	7397	11	2	1	1	1	30	0	0	0	1	0	0
NM_182939	3641	362	269	504	123	87	166	60	87	104	104	46	164
NM_182959	4456	0	0	1	0	0	0	0	0	0	0	0	0
NM_182990	2774	3330	5075	4628	1253	1060	811	789	1336	818	1077	749	1006
NM_182991	1487	0	73	0	91	2	0	17	15	50	0	0	0
NM_182992	5246	1	1	0	0	2	3	0	0	0	0	1	10
NM_182993	2939	1	0	1	0	34	0	8	0	0	0	0	0
NM_182994	5212	734	213	46	106	101	73	4	78	115	8	5	87
NM_182995	5008	1205	14	1166	454	451	441	76	306	283	287	283	793
NM_182996	1949	208	642	226	261	110	302	88	174	70	135	34	85
NM_182997	4261	231	7	130	21	2	6	18	8	2	17	10	0
NM_182999	4159	661	588	501	113	127	261	81	94	255	123	32	325
NM_183000	1942	1	1	1	0	0	0	0	0	0	0	0	0
NM_183014	2703	346	12	26	54	114	16	1	65	34	8	9	1
NM_183015	4554	0	0	0	0	1	0	0	0	0	0	0	0
NM_183016	6351	174	230	50	84	45	68	22	85	43	42	49	17
NM_183017	3007	220	968	417	162	98	145	140	204	94	37	77	141
NM_183018	3982	0	1	0	0	0	0	0	0	0	0	0	0
NM_183019	2714	1	0	0	14	8	0	1	1	56	8	0	1
NM_183020	3718	534	319	598	108	48	174	59	151	85	88	92	107
NM_183021	5911	212	63	0	44	12	52	24	115	2	21	6	144
NM_183022	2650	0	1	0	0	0	0	0	0	0	0	0	0
NM_183023	832	0	0	0	0	0	0	0	2	0	0	0	0
NM_183024	3990	172	4	226	353	136	2	22	1	68	97	16	144
NM_183025	3142	0	1	93	1	63	2	32	0	0	1	34	0
NM_183026	204	0	0	0	0	0	0	0	0	0	0	0	0
NM_183027	2876	0	0	101	0	22	0	7	0	0	0	12	24
NM_183028	5232	655	185	119	268	3	27	135	57	138	214	50	49
NM_183029	3899	772	1175	796	130	433	47	148	482	162	83	246	172
NM_183031	2942	0	0	0	0	0	0	0	0	0	0	0	0
NM_183032	1187	0	0	0	0	0	0	0	0	0	0	0	0
NM_183033	4917	20	0	0	0	0	0	0	1	0	0	2	13
NM_183034	5128	257	423	270	57	222	333	33	111	266	22	181	89
NM_183035	246	0	0	0	0	0	0	0	0	0	0	0	0
NM_183036	192	0	0	0	0	0	0	0	0	0	0	0	0
NM_183037	3122	0	0	0	10	0	0	1	2	0	0	0	0
NM_183038	252	0	0	0	0	0	0	0	0	0	0	0	0
NM_183039	249	0	0	0	0	0	0	0	0	0	0	0	0
NM_183046	5563	566	218	336	106	64	171	206	500	252	87	190	445
NM_183064	3065	0	0	0	0	0	0	1	0	0	0	0	0
NM_183086	1109	97	223	271	90	56	41	52	77	52	35	59	67
NM_183087	4754	155	1	3	0	0	0	0	0	0	0	0	115
NM_183088	2491	4	285	157	4	94	30	42	124	80	22	41	86
NM_183089	1309	264	627	597	146	106	62	6	5	199	82	70	85
NM_183091	4207	299	65	30	105	128	122	23	53	107	41	40	17
NM_183094	1223	0	0	0	0	0	0	0	0	0	0	0	0
NM_183096	2450	0	0	0	0	0	0	0	0	13	0	0	0
NM_183097	1084	0	0	0	0	0	7	0	0	1	0	0	0
NM_183099	1514	0	0	0	0	0	0	0	0	0	0	0	0
NM_183103	1257	0	0	0	0	0	1	1	0	0	0	0	0
NM_183106	4591	197	0	5	8	43	43	33	0	42	33	0	1
NM_183109	1349	164	0	142	0	49	48	5	0	0	0	0	15
NM_183111	792	0	10	1	0	0	0	0	0	0	0	0	0
NM_183112	362	0	0	0	0	1	0	0	0	6	0	0	0
NM_183113	3643	0	0	1	0	0	0	0	0	0	0	0	0
NM_183115	2676	66	1	1	45	0	10	7	4	55	1	0	0
NM_183116	2837	57	65	2	1	50	41	0	1	5	0	19	0
NM_183123	593	0	0	0	0	0	0	0	0	0	0	0	0
NM_183124	467	0	0	0	0	0	0	0	0	0	1	0	0
NM_183126	1184	0	0	0	0	0	0	0	0	0	0	0	0
NM_183131	475	0	0	0	0	0	0	0	0	0	0	0	0
NM_183136	679	0	0	0	0	0	0	0	0	0	0	0	0
NM_183137	2779	47	196	84	57	38	49	31	6	48	48	22	71
NM_183139	1769	80	38	1	0	21	9	10	112	0	4	4	0
NM_183140	2336	1	47	216	18	22	21	17	0	6	18	1	18
NM_183141	4861	0	0	0	0	0	0	0	0	0	0	0	0
NM_183142	1497	69	3	416	80	1	43	0	33	27	3	61	91
NM_183143	522	73	0	0	26	1	2	1	1	12	1	0	4
NM_183144	2775	30	83	193	67	30	31	20	2	29	10	26	55
NM_183145	714	3	1	2	0	0	0	0	0	0	0	0	0
NM_183146	5179	8	15	15	84	2	17	96	41	51	46	0	126
NM_183147	3156	0	0	0	1	0	0	0	0	0	0	0	0
NM_183148	5300	129	386	318	211	1	104	40	101	75	40	0	159
NM_183149	3287	749	1226	394	282	238	225	108	251	131	93	196	241
NM_183151	3973	3042	2787	1242	714	533	271	113	134	569	555	184	998
NM_183152	2104	1	96	0	17	16	68	7	18	1	0	25	4
NM_183154	3869	16	3	152	1	8	140	6	2	24	3	19	8
NM_183155	3708	250	148	115	86	43	49	15	70	61	31	18	16
NM_183158	2735	0	0	0	0	0	0	0	0	0	0	0	0
NM_183160	2462	0	0	0	0	1	0	1	0	88	0	0	0
NM_183161	2197	72	3	8	1	0	373	3	71	43	0	3	1
NM_183162	10109	61	2	1	0	0	4	0	0	24	1	0	0
NM_183163	1217	0	0	0	0	0	0	0	0	0	0	0	0
NM_183165	2155	334	155	877	50	54	107	55	230	8	100	137	273
NM_183166	2852	0	0	0	0	0	0	0	0	0	0	0	0
NM_183167	1806	1	38	47	46	25	12	0	86	0	30	0	81
NM_183168	1913	0	0	0	0	0	0	0	0	0	0	0	0
NM_183170	955	172	276	171	68	148	193	58	163	126	26	46	108
NM_183171	1285	1	1	1	7	0	0	0	2	0	0	31	49
NM_183172	3069	91	146	26	156	27	212	31	353	55	40	2	45
NM_183173	3618	0	1	1	0	0	0	0	0	6	0	0	0
NM_183174	5608	1	0	0	113	1	36	0	81	25	4	15	45
NM_183175	1902	1	0	0	0	0	8	0	9	0	8	0	0
NM_183177	2189	5	0	1	0	0	25	0	1	0	1	0	0
NM_183178	1748	35	1	265	12	33	93	98	71	48	38	38	58
NM_183179	5077	0	0	0	0	0	0	0	0	1	0	0	0
NM_183180	3751	0	0	0	0	0	1	0	0	1	3	0	0
NM_183181	1768	0	0	0	0	0	0	0	0	0	0	0	0
NM_183182	1970	14	0	0	1	36	2	33	0	1	0	0	0
NM_183183	3100	0	0	0	0	0	0	0	0	0	0	0	0
NM_183185	4658	0	0	0	0	0	0	0	0	0	0	0	0
NM_183186	2611	3	0	0	0	1	31	3	0	3	7	8	19
NM_183187	3144	0	0	0	0	0	0	0	0	0	0	0	0
NM_183188	4084	0	0	2	58	0	0	0	0	0	0	0	0
NM_183189	750	0	0	0	0	0	0	0	0	0	0	0	0
NM_183190	945	0	0	0	0	0	0	0	0	0	0	0	0
NM_183191	6256	548	4	355	35	59	0	1	74	135	135	0	3
NM_183193	2591	0	1	0	0	0	0	0	0	0	0	0	0
NM_183194	2142	0	0	0	0	0	0	0	0	0	0	0	0
NM_183197	1908	0	0	0	0	0	0	0	0	0	0	0	0
NM_183199	2946	5	0	2	47	21	20	0	0	43	9	1	0
NM_183201	5989	1	0	0	0	0	0	0	0	0	0	0	0
NM_183204	1229	0	1	0	0	1	0	0	0	0	0	0	0
NM_183208	5380	9	188	279	51	3	5	20	3	10	11	1	8
NM_183209	1600	0	0	0	0	0	0	0	0	0	0	0	0
NM_183216	3072	1	0	0	0	0	0	1	0	0	0	0	0
NM_183220	1998	192	1	3	66	38	0	11	0	9	0	2	57
NM_183221	16107	0	0	0	0	0	0	0	0	0	0	0	0
NM_183222	2441	0	0	1	0	0	0	0	0	0	0	0	0
NM_183224	4316	0	1	0	1	0	0	0	0	0	0	0	0
NM_183248	1306	1	62	1	1	2	30	5	0	23	1	0	0
NM_183249	438	0	0	0	0	0	0	0	0	0	0	0	0
NM_183250	637	25	18	21	11	3	3	4	4	3	4	1	6
NM_183251	801	3	122	1	140	48	45	19	62	3	0	0	1
NM_183253	419	0	0	0	0	0	0	0	0	0	0	0	0
NM_183254	730	1	0	1	0	0	0	0	42	34	0	2	0
NM_183256	723	922	213	525	171	239	141	63	176	128	77	157	161
NM_183257	412	0	0	0	0	0	0	0	0	0	0	0	0
NM_183259	939	0	0	0	1	0	1	0	0	0	0	0	0
NM_183261	4164	3	2	1	0	0	1	0	1	0	1	45	0
NM_183262	6191	651	14	212	150	13	155	76	146	87	40	90	248
NM_183263	1492	92	380	198	78	14	86	17	3	116	69	36	59
NM_183264	1694	0	0	0	0	0	0	0	0	0	0	0	0
NM_183268	427	0	0	0	0	0	0	0	0	0	0	0	0
NM_183270	834	127	144	567	57	12	125	2	67	142	18	16	1
NM_183271	466	2	84	0	4	3	2	0	1	0	0	0	2
NM_183272	371	0	0	0	0	0	0	0	0	0	0	0	0
NM_183275	1287	598	1062	996	175	244	260	63	191	86	75	9	279
NM_183276	8803	1	273	125	32	7	6	10	1	0	17	0	120
NM_183278	367	449	215	108	23	157	771	32	229	24	17	19	79
NM_183281	3067	0	0	0	0	0	0	0	0	0	0	0	0
NM_183282	1369	0	0	0	0	0	0	0	0	0	0	0	0
NM_183284	612	0	0	0	0	0	2	0	1	0	0	0	1
NM_183285	1740	279	89	206	26	4	154	1	55	73	93	35	122
NM_183286	1744	5	7	135	36	111	34	12	112	60	43	64	82
NM_183287	1266	180	223	33	30	47	41	69	34	70	39	20	66
NM_183288	1426	0	0	0	0	0	0	0	0	0	0	0	0
NM_183289	2569	1	0	0	4	29	0	0	1	47	41	1	0
NM_183290	3142	2	2	3	0	1	0	1	6	0	3	0	2
NM_183294	1689	1	0	0	0	0	0	0	0	0	0	0	0
NM_183296	570	0	0	0	0	0	0	0	0	0	0	0	0
NM_183297	1675	1	0	0	0	18	0	0	0	0	0	0	0
NM_183298	1116	0	0	0	0	0	0	0	0	0	0	0	0
NM_183300	2170	1	0	0	1	1	11	1	0	0	0	0	0
NM_183307	2283	0	0	0	0	0	0	0	0	0	0	0	0
NM_183308	1850	0	11	1	37	3	247	32	2	38	22	69	128
NM_183309	964	0	0	0	0	0	0	0	0	0	0	0	0
NM_183311	2298	0	0	0	20	1	0	0	0	24	12	0	0
NM_183312	4513	1	1	1	1	0	40	0	0	55	0	1	0
NM_183313	3084	0	0	0	0	0	0	0	0	0	0	0	0
NM_183315	1226	2	189	1	22	49	77	64	0	1	26	7	29
NM_183316	761	392	523	585	201	238	68	75	266	123	135	83	209
NM_183318	4764	0	0	1	0	0	0	0	0	0	0	0	0
NM_183319	2874	1	0	1	1	1	0	0	0	13	18	0	0
NM_183320	3836	0	0	0	0	0	0	0	0	0	0	0	0
NM_183320	3836	0	0	0	0	0	0	0	0	0	0	0	0
NM_183321	2466	1	1	2	19	16	24	0	43	1	11	31	117
NM_183322	1950	0	0	0	0	0	0	0	0	1	0	0	0
NM_183335	2513	0	0	0	0	0	0	0	0	0	0	0	0
NM_183336	2592	0	2	0	0	0	0	0	0	36	0	0	0
NM_183354	4644	0	0	0	0	0	0	0	0	0	0	0	0
NM_183355	6910	171	1	1	173	2	11	1	1	108	53	0	32
NM_183358	1734	754	466	638	281	230	284	124	326	150	113	159	197
NM_183366	2638	0	0	0	0	0	0	0	0	0	0	0	0
NM_183368	1504	0	0	0	0	0	0	0	0	0	0	0	0
NM_183370	1722	0	0	0	0	0	0	0	0	0	0	0	0
NM_183389	2010	0	0	0	0	0	0	0	0	0	0	0	0
NM_183389	2000	0	0	0	0	0	0	0	0	0	0	0	0
NM_183390	2405	0	0	0	0	0	0	0	0	0	0	0	0
NM_183391	2062	0	0	0	0	0	0	0	1	1	0	0	0
NM_183392	2332	394	341	649	110	117	198	90	324	81	77	98	155
NM_183405	551	759	164	10	45	48	333	110	61	18	39	27	219
NM_183406	461	723	159	9	43	49	314	108	61	18	37	27	216
NM_183408	4653	0	0	0	38	36	1	24	0	0	9	35	1
NM_183417	2432	554	1008	1442	138	277	130	103	204	263	140	181	172
NM_183423	1340	646	350	493	261	41	69	87	24	93	120	61	209
NM_183424	2863	0	0	1	26	0	0	0	0	0	0	0	0
NM_183426	4640	387	436	9	91	32	119	19	3	30	21	7	111
NM_183427	2738	0	0	0	0	0	0	0	0	0	0	0	0
NM_183428	6565	151	310	178	77	71	5	71	81	48	141	120	140
NM_184052	1087	0	0	0	0	0	0	0	0	0	0	0	0
NM_184053	3216	458	752	794	346	248	457	162	471	373	421	300	278
NM_184109	5235	0	0	0	45	0	0	0	81	0	4	0	0
NM_194051	4060	8339	5526	5063	4298	1915	1550	1026	2156	2523	1192	1137	1348
NM_194052	2200	8341	5526	5063	4216	1861	1487	1010	2152	2474	1154	1136	1336
NM_194053	2257	8341	5526	5063	4216	1861	1487	1010	2152	2474	1154	1136	1336
NM_194054	4618	8341	5526	5063	4298	1915	1550	1026	2156	2523	1192	1137	1348
NM_194055	3864	33	198	807	112	473	952	23	12	333	183	122	99
NM_194057	903	0	0	0	0	0	0	0	0	0	0	0	0
NM_194058	3344	79	3	180	0	80	66	0	3	2	0	65	137
NM_194059	730	249	169	3	0	13	30	0	12	37	0	16	12
NM_194060	2528	139	1	6	0	4	0	0	0	0	0	0	0
NM_194063	868	0	0	0	0	0	0	0	0	0	0	0	0
NM_194064	1439	0	0	0	0	0	1	0	0	0	0	0	0
NM_194065	846	0	0	0	0	0	0	0	0	0	0	0	0
NM_194066	963	0	0	0	0	0	0	0	0	0	10	0	0
NM_194067	858	0	0	0	0	0	0	0	0	0	10	0	0
NM_194068	828	0	0	0	0	0	0	0	0	0	10	0	0
NM_194069	708	0	0	0	0	0	0	0	0	0	10	0	0
NM_194257	1601	154	679	541	291	101	99	127	299	110	83	86	175
NM_194262	6105	1285	253	843	131	327	225	89	524	104	111	39	273
NM_194263	4043	0	6	0	0	4	1	3	76	0	1	0	1
NM_194268	13391	0	1	0	34	6	1	1	0	1	25	0	0
NM_194269	645	0	1	0	48	7	8	8	0	1	0	1	47
NM_194321	606	0	0	0	0	0	16	0	0	0	0	0	0
NM_194333	2058	0	0	0	0	0	0	0	0	0	0	0	0
NM_194334	5934	77	141	1	38	0	51	1	47	9	36	1	52
NM_194335	3173	0	0	0	3	0	0	0	4	1	0	0	0
NM_194336	4316	0	1	0	0	0	0	1	0	0	0	0	0
NM_194339	4288	937	1061	1047	337	277	159	178	430	344	315	248	613
NM_194340	5699	450	200	570	54	90	152	100	227	108	74	27	389
NM_194341	4573	25	11	108	92	14	0	6	1	0	80	12	34
NM_194342	3705	79	3	6	32	34	0	5	1	13	4	0	33
NM_194343	4472	95	206	4	53	0	22	33	14	2	30	0	2
NM_194344	4549	3	0	0	2	0	3	0	0	0	0	0	0
NM_194346	3381	374	211	333	25	156	122	52	192	125	47	96	86
NM_194347	1461	0	0	0	0	0	0	0	0	0	0	0	0
NM_194348	6340	402	72	39	16	35	323	45	25	46	35	34	119
NM_194350	1080	0	0	0	0	0	0	0	0	0	0	0	0
NM_194355	5033	462	219	282	179	219	96	77	3	75	100	50	66
NM_194357	1821	0	1	0	0	0	0	0	0	0	0	0	0
NM_194444	1610	74	108	0	43	45	45	42	44	56	34	4	38
NM_194446	1648	75	108	0	43	46	47	42	44	56	34	4	40
NM_194462	12105	113	323	326	155	62	150	87	37	136	156	1	149
NM_194464	5835	0	1	0	0	0	0	0	0	0	1	1	0
NM_197889	1462	0	0	0	0	0	0	0	0	0	0	0	0
NM_197940	5320	223	3	73	106	3	80	99	166	50	60	0	40
NM_197943	4760	24	40	162	36	91	185	12	42	42	62	52	1
NM_197944	1225	0	0	0	0	0	0	0	0	0	0	0	0
NM_197945	4204	0	38	18	0	0	0	11	4	6	0	10	6
NM_197959	3336	259	31	85	87	4	400	138	63	44	63	9	96
NM_197979	441	1440	811	840	420	312	314	146	328	341	168	120	257
NM_197980	761	101	204	301	190	70	35	39	2	115	50	0	31
NM_197982	1634	6243	4628	5466	1360	1795	1773	1622	2301	1321	1124	1455	1536
NM_197985	3963	1983	1020	951	325	230	369	192	520	339	196	304	197
NM_197986	2614	4	2	148	43	1	4	6	2	19	0	0	1
NM_197987	5631	999	918	645	532	489	246	108	11	325	224	80	283
NM_197988	734	72	102	6	1	17	97	51	1	0	2	0	20
NM_197989	1224	54	78	129	51	2	44	22	98	26	8	13	51
NM_197990	9754	306	19	22	59	0	1	2	0	35	24	33	59
NM_197991	1854	713	797	429	426	61	288	80	248	203	73	215	239
NM_197992	874	41	0	43	0	6	5	1	21	11	4	11	12
NM_197993	2750	532	823	1054	94	92	210	216	106	226	172	46	315
NM_197995	2023	34	114	26	63	11	76	9	0	39	20	1	66
NM_197996	3605	1	5	0	51	0	2	2	0	13	4	13	59
NM_197997	7046	143	55	81	79	223	72	38	135	28	26	95	111
NM_197998	960	204	176	72	142	189	83	102	139	61	43	88	32
NM_197999	2833	0	0	0	0	0	4	0	0	0	0	0	0
NM_198000	1400	0	0	0	0	0	7	0	0	0	0	0	0
NM_198001	657	129	415	323	82	46	60	60	33	20	32	54	82
NM_198003	2917	73	1	4	40	0	38	3	0	42	130	0	69
NM_198004	1504	84	3	526	41	1	27	46	2	173	25	1	56
NM_198005	1703	381	336	183	138	103	35	61	51	39	82	34	31
NM_198006	3808	1480	1038	292	279	210	672	186	332	455	161	193	174
NM_198007	7476	694	8	259	250	68	64	104	188	77	4	111	155
NM_198010	9314	1245	1086	1605	745	549	1113	440	690	362	433	471	777
NM_198011	2065	0	1	50	3	0	0	1	23	12	0	0	0
NM_198012	2389	0	0	0	38	0	20	0	3	1	24	1	67
NM_198013	1795	1	1	0	0	1	25	0	0	0	0	0	16
NM_198014	2740	241	209	296	80	82	6	1	47	175	32	1	111
NM_198017	2892	324	224	700	198	79	221	155	5	95	77	1	71
